protocol_id,protocol_version,analysis_role,include_in_primary_accuracy_denominators,region_vantage,case_id,public_case_uid,model_id,family_id,tier_id,position_id,repeat,started_at,finished_at,http_status,transport_complete,finish_reason,returned_model,system_fingerprint,time_to_first_sse_event_ms,time_to_first_reasoning_token_ms,time_to_first_answer_token_ms,time_to_end_ms,prompt_tokens,completion_tokens,total_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,reasoning_tokens,valid_json,exact_keys,exact_match,field_accuracy,matched_fields,total_fields,grader_errors,prompt_tier_calibration_passed,thinking_disabled_violation,sse_event_count,sse_parse_error_count,sse_done_received,stream_error_class,error_class,observed_provider_cost_usd_cache_miss_upper_bound,generator_bundle_sha256,base_fixture_sha256,execution_salt_sha256,salted_user_prompt_sha256,expected_sha256,request_sha256,raw_response_sha256
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:32k:middle:r1:pilot:us-east-1:a8f3f14ea88cee6b,f93ca73ce3f74875daa1bd1d,deepseek-v4-flash,event_ordering,32k,middle,1,2026-08-06T20:17:35.484906Z,2026-08-06T20:17:37.432718Z,200,True,stop,deepseek-v4-flash,fp_a18b46594c_prod0820_fp8_kvcache_20260402,575,,1437,1948,32036,56,32092,0,32036,,True,True,True,1.0,3,3,,True,False,60,0,True,,,0.004501,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,8cae0f82ba41744433bdeeebbe941acf9d8494edd39f0f3a420ba2f29ab24f1b,a8f3f14ea88cee6bbc18099c0b09bac752d3d348f3fcee35565bd6d95adc2268,481934fd4fb8f86f720a3085d4bd900043850a1a7bf80de761d0344c0a31ef1a,afb14a3f7f93e8f68730cf58bd98085d35b4d940ffa849ab26198d4540d909b7,0eea999eb3dec453165ec94851eae59db39513e79e4d8fe04ca2490e385710a6,18c5c6be579de095e9ad2f3e039b99bbbf8800757579c0fc2782a7e1b6f4bc75
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:latest_version:32k:middle:r1:pilot:us-east-1:024bf57848d65bca,ac1504e057d5c7404dccb84b,deepseek-v4-flash,latest_version,32k,middle,1,2026-08-06T20:17:45.389970Z,2026-08-06T20:17:47.412280Z,200,True,stop,deepseek-v4-flash,fp_a18b46594c_prod0820_fp8_kvcache_20260402,685,,1700,2022,32039,39,32078,0,32039,,True,True,True,1.0,7,7,,True,False,43,0,True,,,0.004497,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,6d0c537c33ca09a7203eda25deec65409277a99de9284fce15ff823351102ff3,024bf57848d65bcabab26d097b7ee0a57231417aa46f8523a42aff2409c8e2db,fd64ff3a747d4cd7b881f7f4cbc7b1d79c0ed724eb52bb444131ba0b67d032e5,4be3b483e98e03568eed1ad9a55ee97f078417e3642174828030452e9edfd6df,259e7d48b6d328acc44667399f348c7f20ef177e76868854858a8429c468b336,2e83ef51fd4a8983dc974bb00eebd8b0aa914805e603a770b651eecbc7143648
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:middle:r1:pilot:us-east-1:4ad37986d49d1705,8ea30cd77a6f05954ff9f7b1,deepseek-v4-flash,multi_hop_join,32k,middle,1,2026-08-06T20:17:52.748618Z,2026-08-06T20:17:54.115701Z,200,True,stop,deepseek-v4-flash,fp_a18b46594c_prod0820_fp8_kvcache_20260402,594,,960,1367,32055,44,32099,0,32055,,True,True,False,0.2857142857142857,2,7,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,True,False,48,0,True,,,0.004501,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,cda2005fcab9624e2cdae3f925908847d3fadef0756f942386c505482f071a3a,4ad37986d49d1705859e6b7a68d68d7f5c6a9d0b171dfd8444449666c938a27f,4624e82c129ed902bcdcc8f155e5ad1ddc955a77c18fd8af6edf8b2173320f56,9c254467419a89d5bfccdbef3ce740b3cc9c0966d90dad4c7e7a39a1af7d5919,08cbf85af48c216f0ea96d468334f0b45ce25f58ccbc862353a2799d23ad75a4,796ab72bf39803fe65db2ba9b2abc31ee80c2e5427d6fbaf2a945eb2abb821b0
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:32k:middle:r1:pilot:us-east-1:71b49585536f6151,50b64cf3ce5f51a657999457,deepseek-v4-flash,single_record,32k,middle,1,2026-08-06T20:17:54.636701Z,2026-08-06T20:17:56.519905Z,200,True,stop,deepseek-v4-flash,fp_a18b46594c_prod0820_fp8_kvcache_20260402,707,,1563,1883,32057,36,32093,0,32057,,True,True,True,1.0,6,6,,True,False,40,0,True,,,0.004499,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,c9affe28fbf2395bb029151b19e3cb6d1124e7e592fec0f25848188b585b4bf8,71b49585536f6151111c3b4fe2078934b13d2625e6caecd5d6e683d45e097791,ed880f96f7292da734228b3ecbda61e1a23118df07bf726c033ce8aaf686521e,6474a4b9bdfebcb9419b15511f94766c27e5b5ab291e3e522102fe0fd73bf6bf,1768cd8488c4424caca3595b32617dff040ef2d02229575e78607dfe609eee11,820d59e64b5b3db5840453513a7c676e7d808686434dc91aca40c33da4793246
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:middle:r1:pilot:us-east-1:7d5cc0a363efff04,913fdbd017def06d1166a397,deepseek-v4-flash,single_record,950k,middle,1,2026-08-06T20:17:57.525133Z,2026-08-06T20:19:19.854217Z,200,True,stop,deepseek-v4-flash,fp_a18b46594c_prod0820_fp8_kvcache_20260402,3924,,81262,82329,950059,35,950094,0,950059,,True,True,False,0.16666666666666666,1,6,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,True,False,39,0,True,,,0.133019,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,e5a03a52adc56a9fae8a1a761980dc23bf7e829676ff94986e0e489f40182493,7d5cc0a363efff04849fcd4ceffa34594a245f8892f64d99e11fcf3da76e321e,d3a96bbb6f28ba5f7344c405cca309a3e44974257f53d14d652899b5e1ebdfca,81960807b7a631311f15bab60f93affbea1ff4c949c80fbba034cc9a64f1ece2,e322d6f970dea07f1230fcc83b64b502145afa6f2ff0a789bc184f239628b467,3c4b7c9f7004db88ea37100e065c16f034460321e23627d6f00478f415e5bf11
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:32k:middle:r1:pilot:us-east-1:a8f3f14ea88cee6b,03bb743a984510ba1d388666,deepseek-v4-pro,event_ordering,32k,middle,1,2026-08-06T20:17:31.354638Z,2026-08-06T20:17:34.986107Z,200,True,stop,deepseek-v4-pro,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,434,,2883,3631,32036,68,32104,0,32036,,True,True,True,1.0,3,3,,True,False,72,0,True,,,0.013995,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,8cae0f82ba41744433bdeeebbe941acf9d8494edd39f0f3a420ba2f29ab24f1b,a8f3f14ea88cee6bbc18099c0b09bac752d3d348f3fcee35565bd6d95adc2268,481934fd4fb8f86f720a3085d4bd900043850a1a7bf80de761d0344c0a31ef1a,afb14a3f7f93e8f68730cf58bd98085d35b4d940ffa849ab26198d4540d909b7,669fa0751cd8899367c4750347dca936a675dfa5790b7c48d65b04f0a1362e65,bbf6d97231fcd783da1cd8a0f37db810a19580608f6a2eab5d54dcb924e8c0f2
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:32k:middle:r1:pilot:us-east-1:024bf57848d65bca,e686918d545d12a38e597257,deepseek-v4-pro,latest_version,32k,middle,1,2026-08-06T20:17:47.888407Z,2026-08-06T20:17:52.255332Z,200,True,stop,deepseek-v4-pro,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,709,,3534,4367,32039,61,32100,0,32039,,True,True,True,1.0,7,7,,True,False,65,0,True,,,0.013991,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,6d0c537c33ca09a7203eda25deec65409277a99de9284fce15ff823351102ff3,024bf57848d65bcabab26d097b7ee0a57231417aa46f8523a42aff2409c8e2db,fd64ff3a747d4cd7b881f7f4cbc7b1d79c0ed724eb52bb444131ba0b67d032e5,4be3b483e98e03568eed1ad9a55ee97f078417e3642174828030452e9edfd6df,bbb31cbadb199c9876157281880b2fbf1a72abf14aad63a5da2ef791ebf68457,e921255a90bd6960d5dd6ca583adc2351b2d9d15a5260de0c2cabd0479f18b00
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r1:pilot:us-east-1:4ad37986d49d1705,18302fdd489a41dcf6b93718,deepseek-v4-pro,multi_hop_join,32k,middle,1,2026-08-06T20:17:37.854560Z,2026-08-06T20:17:42.638600Z,200,True,stop,deepseek-v4-pro,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,604,,3895,4784,32055,66,32121,0,32055,,True,True,False,0.2857142857142857,2,7,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,True,False,70,0,True,,,0.014002,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,cda2005fcab9624e2cdae3f925908847d3fadef0756f942386c505482f071a3a,4ad37986d49d1705859e6b7a68d68d7f5c6a9d0b171dfd8444449666c938a27f,4624e82c129ed902bcdcc8f155e5ad1ddc955a77c18fd8af6edf8b2173320f56,9c254467419a89d5bfccdbef3ce740b3cc9c0966d90dad4c7e7a39a1af7d5919,0ec362870d0702c5645a499b8ae0d75a578cbf4adf735c17a6f0df463cd0860e,8299b3ef8064e24c8a0c4327e5ee28717bef804459a82c6642fcdb4a95bf51a3
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:middle:r1:pilot:us-east-1:71b49585536f6151,16352b01ccc7d28c834ae897,deepseek-v4-pro,single_record,32k,middle,1,2026-08-06T20:17:43.122333Z,2026-08-06T20:17:44.933203Z,200,True,stop,deepseek-v4-pro,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,684,,1189,1811,32057,47,32104,0,32057,,True,True,True,1.0,6,6,,True,False,51,0,True,,,0.013986,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,c9affe28fbf2395bb029151b19e3cb6d1124e7e592fec0f25848188b585b4bf8,71b49585536f6151111c3b4fe2078934b13d2625e6caecd5d6e683d45e097791,ed880f96f7292da734228b3ecbda61e1a23118df07bf726c033ce8aaf686521e,6474a4b9bdfebcb9419b15511f94766c27e5b5ab291e3e522102fe0fd73bf6bf,b0f0db9ca9fdb38c7df182591715929310f1dcafb4c98520b08318f84dd13cf7,ef862910867824a44f9c9fd4b1f95626a1ae873ae1f803395067dffcee091c37
deepseek-v4-long-context-retrieval-v1.1.0,1.1.0,pilot_excluded,False,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:middle:r1:pilot:us-east-1:7d5cc0a363efff04,af83e1a039af2dd8c384cb77,deepseek-v4-pro,single_record,950k,middle,1,2026-08-06T20:17:02.706737Z,2026-08-06T20:17:30.683677Z,200,True,stop,deepseek-v4-pro,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,3121,,26995,27977,950059,55,950114,0,950059,,True,True,False,0.16666666666666666,1,6,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,True,False,59,0,True,,,0.413324,c7c3470fae03995666326d69329941cd05dcc9a1bc297fd5c2a680ee891a8a9c,e5a03a52adc56a9fae8a1a761980dc23bf7e829676ff94986e0e489f40182493,7d5cc0a363efff04849fcd4ceffa34594a245f8892f64d99e11fcf3da76e321e,d3a96bbb6f28ba5f7344c405cca309a3e44974257f53d14d652899b5e1ebdfca,81960807b7a631311f15bab60f93affbea1ff4c949c80fbba034cc9a64f1ece2,357f16d8f62ac1ec48aeae6388d4471f85c79d9642495548d921b08c5e9770ce,71a6f36e0d30d7fe5e74702a61a4d68e1e73338c18f7c24eed478429a2bd158d
